,date,temp,date2
749,2022-12-12 11:50:00+00:00,-2,2022-12-12T11:50:00
750,2022-12-12 15:50:00+00:00,-2,2022-12-12T15:50:00
751,2022-12-12 17:20:00+00:00,-2,2022-12-12T17:20:00
752,2022-12-12 22:50:00+00:00,-1,2022-12-12T22:50:00
753,2022-12-12 23:50:00+00:00,-1,2022-12-12T23:50:00
754,2022-12-01 05:50:00+00:00,1,2022-12-01T05:50:00
755,2022-12-01 07:20:00+00:00,1,2022-12-01T07:20:00
756,2022-12-01 09:20:00+00:00,2,2022-12-01T09:20:00
757,2022-12-01 09:50:00+00:00,2,2022-12-01T09:50:00
758,2022-12-01 12:20:00+00:00,3,2022-12-01T12:20:00
759,2022-12-01 17:50:00+00:00,3,2022-12-01T17:50:00
760,2022-12-01 22:20:00+00:00,1,2022-12-01T22:20:00
761,2022-12-01 22:50:00+00:00,1,2022-12-01T22:50:00
762,2022-12-02 03:50:00+00:00,0,2022-12-02T03:50:00
763,2022-12-02 04:50:00+00:00,0,2022-12-02T04:50:00
764,2022-12-02 06:20:00+00:00,0,2022-12-02T06:20:00
765,2022-12-02 07:20:00+00:00,0,2022-12-02T07:20:00
766,2022-12-02 12:20:00+00:00,2,2022-12-02T12:20:00
767,2022-12-02 15:50:00+00:00,3,2022-12-02T15:50:00
768,2022-12-02 17:20:00+00:00,3,2022-12-02T17:20:00
769,2022-12-02 17:50:00+00:00,3,2022-12-02T17:50:00
770,2022-12-03 03:20:00+00:00,4,2022-12-03T03:20:00
771,2022-12-03 03:50:00+00:00,4,2022-12-03T03:50:00
772,2022-12-03 07:20:00+00:00,4,2022-12-03T07:20:00
773,2022-12-03 08:20:00+00:00,4,2022-12-03T08:20:00
774,2022-12-03 09:20:00+00:00,4,2022-12-03T09:20:00
775,2022-12-03 10:20:00+00:00,4,2022-12-03T10:20:00
776,2022-12-03 11:50:00+00:00,5,2022-12-03T11:50:00
777,2022-12-03 12:20:00+00:00,4,2022-12-03T12:20:00
778,2022-12-03 21:20:00+00:00,4,2022-12-03T21:20:00
779,2022-12-03 21:50:00+00:00,4,2022-12-03T21:50:00
780,2022-12-03 22:50:00+00:00,3,2022-12-03T22:50:00
781,2022-12-04 09:50:00+00:00,2,2022-12-04T09:50:00
782,2022-12-04 13:50:00+00:00,3,2022-12-04T13:50:00
783,2022-12-04 22:20:00+00:00,3,2022-12-04T22:20:00
784,2022-12-05 00:50:00+00:00,3,2022-12-05T00:50:00
785,2022-12-05 02:50:00+00:00,3,2022-12-05T02:50:00
786,2022-12-05 04:20:00+00:00,3,2022-12-05T04:20:00
787,2022-12-05 06:50:00+00:00,3,2022-12-05T06:50:00
788,2022-12-05 07:20:00+00:00,3,2022-12-05T07:20:00
789,2022-12-05 08:20:00+00:00,4,2022-12-05T08:20:00
790,2022-12-05 10:50:00+00:00,5,2022-12-05T10:50:00
791,2022-12-05 12:20:00+00:00,6,2022-12-05T12:20:00
792,2022-12-05 13:50:00+00:00,6,2022-12-05T13:50:00
793,2022-12-05 23:20:00+00:00,5,2022-12-05T23:20:00
794,2022-12-05 23:50:00+00:00,5,2022-12-05T23:50:00
795,2022-12-11 05:20:00+00:00,0,2022-12-11T05:20:00
796,2022-12-11 07:20:00+00:00,0,2022-12-11T07:20:00
797,2022-12-11 10:20:00+00:00,-1,2022-12-11T10:20:00
798,2022-12-11 12:50:00+00:00,0,2022-12-11T12:50:00
799,2022-12-11 14:50:00+00:00,0,2022-12-11T14:50:00
800,2022-12-11 15:20:00+00:00,0,2022-12-11T15:20:00
801,2022-12-15 01:20:00+00:00,-4,2022-12-15T01:20:00
802,2022-12-15 03:20:00+00:00,-4,2022-12-15T03:20:00
803,2022-12-15 09:20:00+00:00,-3,2022-12-15T09:20:00
804,2022-12-15 10:20:00+00:00,-2,2022-12-15T10:20:00
805,2022-12-15 11:50:00+00:00,0,2022-12-15T11:50:00
806,2022-12-15 20:50:00+00:00,-1,2022-12-15T20:50:00
807,2022-12-15 23:50:00+00:00,-2,2022-12-15T23:50:00
808,2022-12-16 02:50:00+00:00,-2,2022-12-16T02:50:00
809,2022-12-16 06:50:00+00:00,-3,2022-12-16T06:50:00
810,2022-12-16 12:20:00+00:00,2,2022-12-16T12:20:00
811,2022-12-16 15:20:00+00:00,1,2022-12-16T15:20:00
812,2022-12-16 20:20:00+00:00,0,2022-12-16T20:20:00
813,2022-12-18 07:50:00+00:00,2,2022-12-18T07:50:00
814,2022-12-18 08:20:00+00:00,2,2022-12-18T08:20:00
815,2022-12-18 08:50:00+00:00,2,2022-12-18T08:50:00
816,2022-12-18 16:20:00+00:00,9,2022-12-18T16:20:00
817,2022-12-18 18:50:00+00:00,10,2022-12-18T18:50:00
818,2022-12-17 01:50:00+00:00,2,2022-12-17T01:50:00
819,2022-12-23 02:50:00+00:00,7,2022-12-23T02:50:00
820,2022-12-23 03:50:00+00:00,7,2022-12-23T03:50:00
821,2022-12-23 22:50:00+00:00,9,2022-12-23T22:50:00
822,2022-12-24 02:50:00+00:00,8,2022-12-24T02:50:00
823,2022-12-24 08:50:00+00:00,7,2022-12-24T08:50:00
824,2022-12-24 11:20:00+00:00,9,2022-12-24T11:20:00
825,2022-12-24 17:20:00+00:00,9,2022-12-24T17:20:00
826,2022-12-24 18:20:00+00:00,9,2022-12-24T18:20:00
827,2022-12-24 19:20:00+00:00,10,2022-12-24T19:20:00
828,2022-12-24 21:20:00+00:00,10,2022-12-24T21:20:00
829,2022-12-25 03:50:00+00:00,9,2022-12-25T03:50:00
830,2022-12-25 05:50:00+00:00,10,2022-12-25T05:50:00
831,2022-12-25 10:20:00+00:00,10,2022-12-25T10:20:00
832,2022-12-25 14:20:00+00:00,9,2022-12-25T14:20:00
833,2022-12-25 15:20:00+00:00,9,2022-12-25T15:20:00
834,2022-12-27 00:20:00+00:00,5,2022-12-27T00:20:00
835,2022-12-27 01:50:00+00:00,4,2022-12-27T01:50:00
836,2022-12-27 03:50:00+00:00,5,2022-12-27T03:50:00
837,2022-12-27 07:20:00+00:00,5,2022-12-27T07:20:00
838,2022-12-27 07:50:00+00:00,5,2022-12-27T07:50:00
839,2022-12-28 02:20:00+00:00,9,2022-12-28T02:20:00
840,2022-12-28 06:50:00+00:00,10,2022-12-28T06:50:00
841,2022-12-28 09:20:00+00:00,9,2022-12-28T09:20:00
842,2022-12-28 11:20:00+00:00,10,2022-12-28T11:20:00
843,2022-12-28 11:50:00+00:00,10,2022-12-28T11:50:00
844,2022-12-28 16:50:00+00:00,10,2022-12-28T16:50:00
845,2022-12-31 12:20:00+00:00,11,2022-12-31T12:20:00
846,2022-12-31 20:20:00+00:00,10,2022-12-31T20:20:00
847,2022-12-30 09:50:00+00:00,10,2022-12-30T09:50:00
848,2022-12-30 10:20:00+00:00,11,2022-12-30T10:20:00
849,2022-12-30 12:50:00+00:00,11,2022-12-30T12:50:00
850,2022-12-30 13:50:00+00:00,11,2022-12-30T13:50:00
851,2022-12-30 14:50:00+00:00,10,2022-12-30T14:50:00
852,2022-12-30 20:20:00+00:00,9,2022-12-30T20:20:00
853,2022-12-30 21:20:00+00:00,9,2022-12-30T21:20:00
854,2022-12-29 00:50:00+00:00,8,2022-12-29T00:50:00
855,2022-12-29 01:20:00+00:00,8,2022-12-29T01:20:00
856,2022-12-29 02:20:00+00:00,8,2022-12-29T02:20:00
857,2022-12-29 02:50:00+00:00,8,2022-12-29T02:50:00
858,2022-12-29 03:50:00+00:00,7,2022-12-29T03:50:00
859,2022-12-29 07:20:00+00:00,7,2022-12-29T07:20:00
860,2022-12-29 07:50:00+00:00,6,2022-12-29T07:50:00
861,2022-12-29 12:50:00+00:00,7,2022-12-29T12:50:00
862,2022-12-29 19:20:00+00:00,5,2022-12-29T19:20:00
863,2022-12-29 19:50:00+00:00,5,2022-12-29T19:50:00
864,2022-12-29 21:20:00+00:00,5,2022-12-29T21:20:00
865,2022-12-19 14:20:00+00:00,12,2022-12-19T14:20:00
866,2022-12-19 15:20:00+00:00,12,2022-12-19T15:20:00
867,2022-12-19 15:50:00+00:00,12,2022-12-19T15:50:00
868,2022-12-19 22:50:00+00:00,12,2022-12-19T22:50:00
869,2022-12-20 00:20:00+00:00,12,2022-12-20T00:20:00
870,2022-12-20 02:20:00+00:00,9,2022-12-20T02:20:00
871,2022-12-20 04:20:00+00:00,7,2022-12-20T04:20:00
872,2022-12-20 07:50:00+00:00,7,2022-12-20T07:50:00
873,2022-12-20 09:20:00+00:00,7,2022-12-20T09:20:00
874,2022-12-20 12:50:00+00:00,9,2022-12-20T12:50:00
875,2022-12-20 18:20:00+00:00,7,2022-12-20T18:20:00
876,2022-12-21 01:20:00+00:00,8,2022-12-21T01:20:00
877,2022-12-21 08:20:00+00:00,8,2022-12-21T08:20:00
878,2022-12-21 08:50:00+00:00,7,2022-12-21T08:50:00
879,2022-12-21 22:50:00+00:00,7,2022-12-21T22:50:00
880,2022-12-22 01:50:00+00:00,6,2022-12-22T01:50:00
881,2022-12-22 09:50:00+00:00,9,2022-12-22T09:50:00
882,2022-12-22 18:20:00+00:00,9,2022-12-22T18:20:00
883,2022-12-22 19:20:00+00:00,8,2022-12-22T19:20:00
884,2022-12-22 20:50:00+00:00,8,2022-12-22T20:50:00
885,2022-12-22 21:20:00+00:00,8,2022-12-22T21:20:00
886,2022-12-26 00:20:00+00:00,8,2022-12-26T00:20:00
887,2022-12-26 07:50:00+00:00,3,2022-12-26T07:50:00
888,2022-12-26 09:20:00+00:00,4,2022-12-26T09:20:00
889,2022-12-26 13:50:00+00:00,5,2022-12-26T13:50:00
890,2022-12-26 23:20:00+00:00,5,2022-12-26T23:20:00
891,2022-12-19 04:50:00+00:00,12,2022-12-19T04:50:00
892,2022-12-19 06:50:00+00:00,12,2022-12-19T06:50:00
893,2022-12-19 09:50:00+00:00,12,2022-12-19T09:50:00
894,2022-12-19 12:50:00+00:00,12,2022-12-19T12:50:00
895,2022-12-19 18:20:00+00:00,12,2022-12-19T18:20:00
896,2022-12-19 21:20:00+00:00,12,2022-12-19T21:20:00
897,2022-12-20 03:20:00+00:00,8,2022-12-20T03:20:00
898,2022-12-20 05:20:00+00:00,7,2022-12-20T05:20:00
899,2022-12-20 18:50:00+00:00,6,2022-12-20T18:50:00
900,2022-12-20 20:20:00+00:00,6,2022-12-20T20:20:00
901,2022-12-20 22:50:00+00:00,7,2022-12-20T22:50:00
902,2022-12-20 23:50:00+00:00,7,2022-12-20T23:50:00
903,2022-12-21 05:50:00+00:00,8,2022-12-21T05:50:00
904,2022-12-21 06:20:00+00:00,8,2022-12-21T06:20:00
905,2022-12-21 13:20:00+00:00,9,2022-12-21T13:20:00
906,2022-12-21 15:20:00+00:00,9,2022-12-21T15:20:00
907,2022-12-21 15:50:00+00:00,8,2022-12-21T15:50:00
908,2022-12-21 17:50:00+00:00,8,2022-12-21T17:50:00
909,2022-12-21 21:50:00+00:00,7,2022-12-21T21:50:00
910,2022-12-22 04:20:00+00:00,6,2022-12-22T04:20:00
911,2022-12-22 06:50:00+00:00,8,2022-12-22T06:50:00
912,2022-12-22 13:20:00+00:00,10,2022-12-22T13:20:00
913,2022-12-22 17:50:00+00:00,9,2022-12-22T17:50:00
914,2022-12-23 06:50:00+00:00,7,2022-12-23T06:50:00
915,2022-12-23 07:50:00+00:00,8,2022-12-23T07:50:00
916,2022-12-23 08:20:00+00:00,9,2022-12-23T08:20:00
917,2022-12-23 12:50:00+00:00,10,2022-12-23T12:50:00
918,2022-12-23 23:20:00+00:00,9,2022-12-23T23:20:00
919,2022-12-24 00:20:00+00:00,9,2022-12-24T00:20:00
920,2022-12-24 02:20:00+00:00,8,2022-12-24T02:20:00
921,2022-12-24 03:50:00+00:00,8,2022-12-24T03:50:00
922,2022-12-24 05:50:00+00:00,7,2022-12-24T05:50:00
923,2022-12-24 13:20:00+00:00,10,2022-12-24T13:20:00
924,2022-12-24 17:50:00+00:00,9,2022-12-24T17:50:00
925,2022-12-24 21:50:00+00:00,10,2022-12-24T21:50:00
926,2022-12-25 01:50:00+00:00,10,2022-12-25T01:50:00
927,2022-12-25 05:20:00+00:00,10,2022-12-25T05:20:00
928,2022-12-25 12:50:00+00:00,8,2022-12-25T12:50:00
929,2022-12-25 16:20:00+00:00,9,2022-12-25T16:20:00
930,2022-12-25 19:20:00+00:00,9,2022-12-25T19:20:00
931,2022-12-25 20:20:00+00:00,9,2022-12-25T20:20:00
932,2022-12-25 21:50:00+00:00,8,2022-12-25T21:50:00
933,2022-12-25 23:20:00+00:00,9,2022-12-25T23:20:00
934,2022-12-26 00:50:00+00:00,7,2022-12-26T00:50:00
935,2022-12-26 01:20:00+00:00,7,2022-12-26T01:20:00
936,2022-12-26 05:20:00+00:00,4,2022-12-26T05:20:00
937,2022-12-26 08:20:00+00:00,3,2022-12-26T08:20:00
938,2022-12-26 14:20:00+00:00,5,2022-12-26T14:20:00
939,2022-12-26 19:20:00+00:00,5,2022-12-26T19:20:00
940,2022-12-14 00:20:00+00:00,-2,2022-12-14T00:20:00
941,2022-12-14 01:50:00+00:00,-2,2022-12-14T01:50:00
942,2022-12-14 02:20:00+00:00,-2,2022-12-14T02:20:00
943,2022-12-14 03:20:00+00:00,-3,2022-12-14T03:20:00
944,2022-12-14 19:20:00+00:00,-2,2022-12-14T19:20:00
945,2022-12-14 20:50:00+00:00,-3,2022-12-14T20:50:00
946,2022-12-14 21:20:00+00:00,-3,2022-12-14T21:20:00
947,2022-12-14 23:20:00+00:00,-3,2022-12-14T23:20:00
948,2022-12-15 00:50:00+00:00,-4,2022-12-15T00:50:00
949,2022-12-15 03:50:00+00:00,-4,2022-12-15T03:50:00
950,2022-12-15 06:20:00+00:00,-4,2022-12-15T06:20:00
951,2022-12-15 07:50:00+00:00,-4,2022-12-15T07:50:00
952,2022-12-15 08:20:00+00:00,-4,2022-12-15T08:20:00
953,2022-12-15 09:50:00+00:00,-3,2022-12-15T09:50:00
954,2022-12-15 18:20:00+00:00,-1,2022-12-15T18:20:00
955,2022-12-15 19:20:00+00:00,-1,2022-12-15T19:20:00
956,2022-12-15 23:20:00+00:00,-2,2022-12-15T23:20:00
957,2022-12-27 02:50:00+00:00,5,2022-12-27T02:50:00
958,2022-12-27 16:20:00+00:00,8,2022-12-27T16:20:00
959,2022-12-27 16:50:00+00:00,8,2022-12-27T16:50:00
960,2022-12-27 23:50:00+00:00,9,2022-12-27T23:50:00
961,2022-12-28 01:20:00+00:00,9,2022-12-28T01:20:00
962,2022-12-28 04:50:00+00:00,10,2022-12-28T04:50:00
963,2022-12-28 12:50:00+00:00,10,2022-12-28T12:50:00
964,2022-12-28 16:20:00+00:00,10,2022-12-28T16:20:00
965,2022-12-30 03:20:00+00:00,8,2022-12-30T03:20:00
966,2022-12-30 06:20:00+00:00,8,2022-12-30T06:20:00
967,2022-12-30 14:20:00+00:00,11,2022-12-30T14:20:00
968,2022-12-30 17:50:00+00:00,9,2022-12-30T17:50:00
969,2022-12-31 01:20:00+00:00,9,2022-12-31T01:20:00
970,2022-12-31 02:20:00+00:00,9,2022-12-31T02:20:00
971,2022-12-31 04:50:00+00:00,11,2022-12-31T04:50:00
972,2022-12-31 05:50:00+00:00,12,2022-12-31T05:50:00
973,2022-12-31 13:50:00+00:00,11,2022-12-31T13:50:00
974,2022-12-31 20:50:00+00:00,10,2022-12-31T20:50:00
975,2022-12-29 01:50:00+00:00,8,2022-12-29T01:50:00
976,2022-12-29 12:20:00+00:00,6,2022-12-29T12:20:00
977,2022-12-29 20:50:00+00:00,5,2022-12-29T20:50:00
978,2022-12-29 22:20:00+00:00,5,2022-12-29T22:20:00
979,2022-12-29 22:50:00+00:00,5,2022-12-29T22:50:00
980,2022-12-13 04:20:00+00:00,-2,2022-12-13T04:20:00
981,2022-12-13 05:50:00+00:00,-2,2022-12-13T05:50:00
982,2022-12-13 08:20:00+00:00,-2,2022-12-13T08:20:00
983,2022-12-13 09:50:00+00:00,-1,2022-12-13T09:50:00
984,2022-12-13 22:50:00+00:00,-2,2022-12-13T22:50:00
985,2022-12-13 23:50:00+00:00,-2,2022-12-13T23:50:00
986,2022-12-12 02:50:00+00:00,-1,2022-12-12T02:50:00
987,2022-12-12 04:20:00+00:00,-1,2022-12-12T04:20:00
988,2022-12-12 06:50:00+00:00,-2,2022-12-12T06:50:00
989,2022-12-12 07:50:00+00:00,-2,2022-12-12T07:50:00
990,2022-12-12 10:20:00+00:00,-2,2022-12-12T10:20:00
991,2022-12-12 11:20:00+00:00,-2,2022-12-12T11:20:00
992,2022-12-12 13:50:00+00:00,-2,2022-12-12T13:50:00
993,2022-12-12 16:20:00+00:00,-2,2022-12-12T16:20:00
994,2022-12-12 21:20:00+00:00,-2,2022-12-12T21:20:00
995,2022-12-16 09:50:00+00:00,0,2022-12-16T09:50:00
996,2022-12-16 11:50:00+00:00,2,2022-12-16T11:50:00
997,2022-12-16 14:20:00+00:00,2,2022-12-16T14:20:00
998,2022-12-16 18:50:00+00:00,0,2022-12-16T18:50:00
999,2022-12-16 20:50:00+00:00,-1,2022-12-16T20:50:00
1000,2022-12-16 23:50:00+00:00,2,2022-12-16T23:50:00
1001,2022-12-17 02:50:00+00:00,2,2022-12-17T02:50:00
1002,2022-12-17 09:20:00+00:00,3,2022-12-17T09:20:00
1003,2022-12-17 09:50:00+00:00,3,2022-12-17T09:50:00
1004,2022-12-17 20:50:00+00:00,1,2022-12-17T20:50:00
1005,2022-12-17 23:20:00+00:00,3,2022-12-17T23:20:00
1006,2022-12-18 06:50:00+00:00,3,2022-12-18T06:50:00
1007,2022-12-18 11:50:00+00:00,3,2022-12-18T11:50:00
1008,2022-12-18 13:50:00+00:00,7,2022-12-18T13:50:00
1009,2022-12-18 14:20:00+00:00,8,2022-12-18T14:20:00
1010,2022-12-18 19:20:00+00:00,10,2022-12-18T19:20:00
1011,2022-12-18 23:50:00+00:00,12,2022-12-18T23:50:00
1012,2022-12-01 00:20:00+00:00,1,2022-12-01T00:20:00
1013,2022-12-01 08:50:00+00:00,1,2022-12-01T08:50:00
1014,2022-12-01 10:20:00+00:00,2,2022-12-01T10:20:00
1015,2022-12-01 19:50:00+00:00,2,2022-12-01T19:50:00
1016,2022-12-04 05:50:00+00:00,2,2022-12-04T05:50:00
1017,2022-12-04 07:50:00+00:00,2,2022-12-04T07:50:00
1018,2022-12-04 20:50:00+00:00,3,2022-12-04T20:50:00
1019,2022-12-02 02:50:00+00:00,0,2022-12-02T02:50:00
1020,2022-12-02 08:20:00+00:00,0,2022-12-02T08:20:00
1021,2022-12-02 10:50:00+00:00,1,2022-12-02T10:50:00
1022,2022-12-03 02:50:00+00:00,4,2022-12-03T02:50:00
1023,2022-12-03 04:50:00+00:00,4,2022-12-03T04:50:00
1024,2022-12-03 14:50:00+00:00,5,2022-12-03T14:50:00
1025,2022-12-03 15:20:00+00:00,5,2022-12-03T15:20:00
1026,2022-12-03 20:20:00+00:00,4,2022-12-03T20:20:00
1027,2022-12-08 00:20:00+00:00,0,2022-12-08T00:20:00
1028,2022-12-08 10:50:00+00:00,2,2022-12-08T10:50:00
1029,2022-12-08 11:20:00+00:00,3,2022-12-08T11:20:00
1030,2022-12-08 16:20:00+00:00,2,2022-12-08T16:20:00
1031,2022-12-08 22:50:00+00:00,-1,2022-12-08T22:50:00
1032,2022-12-09 03:50:00+00:00,-4,2022-12-09T03:50:00
1033,2022-12-09 09:20:00+00:00,0,2022-12-09T09:20:00
1034,2022-12-09 13:50:00+00:00,3,2022-12-09T13:50:00
1035,2022-12-10 02:20:00+00:00,1,2022-12-10T02:20:00
1036,2022-12-10 07:50:00+00:00,0,2022-12-10T07:50:00
1037,2022-12-10 13:50:00+00:00,3,2022-12-10T13:50:00
1038,2022-12-10 19:50:00+00:00,1,2022-12-10T19:50:00
1039,2022-12-05 00:20:00+00:00,3,2022-12-05T00:20:00
1040,2022-12-05 01:50:00+00:00,3,2022-12-05T01:50:00
1041,2022-12-05 04:50:00+00:00,3,2022-12-05T04:50:00
1042,2022-12-06 00:50:00+00:00,5,2022-12-06T00:50:00
1043,2022-12-06 01:50:00+00:00,5,2022-12-06T01:50:00
1044,2022-12-06 03:20:00+00:00,4,2022-12-06T03:20:00
1045,2022-12-06 04:20:00+00:00,4,2022-12-06T04:20:00
1046,2022-12-06 10:50:00+00:00,4,2022-12-06T10:50:00
1047,2022-12-06 15:50:00+00:00,3,2022-12-06T15:50:00
1048,2022-12-06 16:20:00+00:00,3,2022-12-06T16:20:00
1049,2022-12-06 23:50:00+00:00,2,2022-12-06T23:50:00
1050,2022-12-07 11:20:00+00:00,3,2022-12-07T11:20:00
1051,2022-12-07 18:20:00+00:00,1,2022-12-07T18:20:00
1052,2022-12-07 21:50:00+00:00,1,2022-12-07T21:50:00
1053,2022-12-20 01:20:00+00:00,9,2022-12-20T01:20:00
1054,2022-12-20 01:50:00+00:00,9,2022-12-20T01:50:00
1055,2022-12-20 03:50:00+00:00,8,2022-12-20T03:50:00
1056,2022-12-20 10:50:00+00:00,8,2022-12-20T10:50:00
1057,2022-12-20 13:20:00+00:00,9,2022-12-20T13:20:00
1058,2022-12-20 15:20:00+00:00,9,2022-12-20T15:20:00
1059,2022-12-20 16:20:00+00:00,7,2022-12-20T16:20:00
1060,2022-12-20 21:50:00+00:00,6,2022-12-20T21:50:00
1061,2022-12-21 00:50:00+00:00,8,2022-12-21T00:50:00
1062,2022-12-21 02:20:00+00:00,8,2022-12-21T02:20:00
1063,2022-12-21 04:20:00+00:00,8,2022-12-21T04:20:00
1064,2022-12-21 20:20:00+00:00,6,2022-12-21T20:20:00
1065,2022-12-21 22:20:00+00:00,7,2022-12-21T22:20:00
1066,2022-12-23 05:50:00+00:00,7,2022-12-23T05:50:00
1067,2022-12-23 09:50:00+00:00,10,2022-12-23T09:50:00
1068,2022-12-23 14:20:00+00:00,10,2022-12-23T14:20:00
1069,2022-12-23 15:50:00+00:00,10,2022-12-23T15:50:00
1070,2022-12-23 16:50:00+00:00,9,2022-12-23T16:50:00
1071,2022-12-24 04:50:00+00:00,7,2022-12-24T04:50:00
1072,2022-12-24 12:20:00+00:00,10,2022-12-24T12:20:00
1073,2022-12-24 15:50:00+00:00,9,2022-12-24T15:50:00
1074,2022-12-24 18:50:00+00:00,10,2022-12-24T18:50:00
1075,2022-12-24 20:50:00+00:00,10,2022-12-24T20:50:00
1076,2022-12-24 22:50:00+00:00,10,2022-12-24T22:50:00
1077,2022-12-27 03:20:00+00:00,5,2022-12-27T03:20:00
1078,2022-12-27 05:20:00+00:00,5,2022-12-27T05:20:00
1079,2022-12-27 06:20:00+00:00,5,2022-12-27T06:20:00
1080,2022-12-27 06:50:00+00:00,5,2022-12-27T06:50:00
1081,2022-12-27 08:50:00+00:00,6,2022-12-27T08:50:00
1082,2022-12-27 09:20:00+00:00,7,2022-12-27T09:20:00
1083,2022-12-27 10:20:00+00:00,7,2022-12-27T10:20:00
1084,2022-12-27 17:50:00+00:00,8,2022-12-27T17:50:00
1085,2022-12-25 09:50:00+00:00,10,2022-12-25T09:50:00
1086,2022-12-25 10:50:00+00:00,10,2022-12-25T10:50:00
1087,2022-12-25 16:50:00+00:00,9,2022-12-25T16:50:00
1088,2022-12-28 05:50:00+00:00,10,2022-12-28T05:50:00
1089,2022-12-28 08:50:00+00:00,9,2022-12-28T08:50:00
1090,2022-12-28 13:50:00+00:00,11,2022-12-28T13:50:00
1091,2022-12-28 14:50:00+00:00,11,2022-12-28T14:50:00
1092,2022-12-28 15:20:00+00:00,10,2022-12-28T15:20:00
1093,2022-12-28 20:50:00+00:00,9,2022-12-28T20:50:00
1094,2022-12-28 22:20:00+00:00,8,2022-12-28T22:20:00
1095,2022-12-29 08:20:00+00:00,6,2022-12-29T08:20:00
1096,2022-12-29 15:20:00+00:00,7,2022-12-29T15:20:00
1097,2022-12-26 01:50:00+00:00,7,2022-12-26T01:50:00
1098,2022-12-26 03:50:00+00:00,5,2022-12-26T03:50:00
1099,2022-12-26 04:20:00+00:00,5,2022-12-26T04:20:00
1100,2022-12-26 06:20:00+00:00,4,2022-12-26T06:20:00
1101,2022-12-26 13:20:00+00:00,4,2022-12-26T13:20:00
1102,2022-12-26 15:50:00+00:00,5,2022-12-26T15:50:00
1103,2022-12-26 18:50:00+00:00,5,2022-12-26T18:50:00
1104,2022-12-26 21:50:00+00:00,4,2022-12-26T21:50:00
1105,2022-12-23 02:20:00+00:00,7,2022-12-23T02:20:00
1106,2022-12-23 03:20:00+00:00,8,2022-12-23T03:20:00
1107,2022-12-23 04:50:00+00:00,7,2022-12-23T04:50:00
1108,2022-12-23 08:50:00+00:00,9,2022-12-23T08:50:00
1109,2022-12-23 09:20:00+00:00,10,2022-12-23T09:20:00
1110,2022-12-23 11:20:00+00:00,11,2022-12-23T11:20:00
1111,2022-12-23 13:50:00+00:00,10,2022-12-23T13:50:00
1112,2022-12-23 15:20:00+00:00,10,2022-12-23T15:20:00
1113,2022-12-23 18:50:00+00:00,9,2022-12-23T18:50:00
1114,2022-12-23 21:20:00+00:00,9,2022-12-23T21:20:00
1115,2022-12-24 01:20:00+00:00,9,2022-12-24T01:20:00
1116,2022-12-24 08:20:00+00:00,6,2022-12-24T08:20:00
1117,2022-12-24 09:20:00+00:00,7,2022-12-24T09:20:00
1118,2022-12-24 11:50:00+00:00,9,2022-12-24T11:50:00
1119,2022-12-24 16:50:00+00:00,9,2022-12-24T16:50:00
